comment,case_folding,cleaning,normalisasi,tokenisasi,stopword_removal,stemming,score,sentiment_label,sentiment_encoded
"semalam teman syaa krim saldo ke saya dari BRI ke BSI 100 rbu, dia sudah krim bktif TF trus pas sya mau tarik saldo udh hilang enth kmna","semalam teman syaa krim saldo ke saya dari bri ke bsi 100 rbu, dia sudah krim bktif tf trus pas sya mau tarik saldo udh hilang enth kmna",semalam teman syaa krim saldo ke saya dari bri ke bsi  rbu dia sudah krim bktif tf trus pas sya mau tarik saldo udh hilang enth kmna,semalam teman saya krim saldo ke saya dari bri ke bsi rbu dia sudah krim bktif transfer terus pas saya mau tarik saldo sudah hilang enth kmna,"['semalam', 'teman', 'saya', 'krim', 'saldo', 'ke', 'saya', 'dari', 'bri', 'ke', 'bsi', 'rbu', 'dia', 'sudah', 'krim', 'bktif', 'transfer', 'terus', 'pas', 'saya', 'mau', 'tarik', 'saldo', 'sudah', 'hilang', 'enth', 'kmna']","['semalam', 'teman', 'krim', 'saldo', 'bri', 'rbu', 'krim', 'bktif', 'transfer', 'pas', 'tarik', 'saldo', 'hilang', 'enth', 'kmna']","['malam', 'teman', 'krim', 'saldo', 'bri', 'rbu', 'krim', 'bktif', 'transfer', 'pas', 'tarik', 'saldo', 'hilang', 'enth', 'kmna']",5,Positif,1
bank syariah sama ga sama bank muamalah?,bank syariah sama ga sama bank muamalah?,bank syariah sama ga sama bank muamalah,bank syariah sama tidak sama bank muamalah,"['bank', 'syariah', 'sama', 'tidak', 'sama', 'bank', 'muamalah']","['syariah', 'tidak', 'muamalah']","['syariah', 'tidak', 'muamalah']",-1,Negatif,0
Kejadian juga tadi pagi😭 itu gimana ya bisa balik lagi ga??,kejadian juga tadi pagi😭 itu gimana ya bisa balik lagi ga??,kejadian juga tadi pagi itu gimana ya bisa balik lagi ga,kejadian juga tadi pagi itu bagaimana ya bisa balik lagi tidak,"['kejadian', 'juga', 'tadi', 'pagi', 'itu', 'bagaimana', 'ya', 'bisa', 'balik', 'lagi', 'tidak']","['kejadian', 'pagi', 'tidak']","['jadi', 'pagi', 'tidak']",-1,Negatif,0
"saya tgl 1 September kmrn ada tf masuk dari BCA tapi belum masuk ke BSI, udah bikin pengaduan ke kantor cabang. tapi sampai skg belum masuk.","saya tgl 1 september kmrn ada tf masuk dari bca tapi belum masuk ke bsi, udah bikin pengaduan ke kantor cabang. tapi sampai skg belum masuk.",saya tgl  september kmrn ada tf masuk dari bca tapi belum masuk ke bsi udah bikin pengaduan ke kantor cabang tapi sampai skg belum masuk,saya tanggal september kemarin ada transfer masuk dari baca tapi belum masuk ke bsi sudah buat pengaduan ke kantor cabang tapi sampai sekarang belum masuk,"['saya', 'tanggal', 'september', 'kemarin', 'ada', 'transfer', 'masuk', 'dari', 'baca', 'tapi', 'belum', 'masuk', 'ke', 'bsi', 'sudah', 'buat', 'pengaduan', 'ke', 'kantor', 'cabang', 'tapi', 'sampai', 'sekarang', 'belum', 'masuk']","['tanggal', 'september', 'kemarin', 'transfer', 'masuk', 'baca', 'masuk', 'pengaduan', 'kantor', 'cabang', 'masuk']","['tanggal', 'september', 'kemarin', 'transfer', 'masuk', 'baca', 'masuk', 'adu', 'kantor', 'cabang', 'masuk']",-5,Negatif,0
kmrn tgl 2 sept aku tf dr BRI k BSI ..Bisa.. smoga tdk ada lg kendala.. lancar trs BSI,kmrn tgl 2 sept aku tf dr bri k bsi ..bisa.. smoga tdk ada lg kendala.. lancar trs bsi,kmrn tgl  sept aku tf dr bri k bsi bisa smoga tdk ada lg kendala lancar trs bsi,kemarin tanggal sept akun transfer dari bri ke bsi bisa semoga tidak ada masuk masalah lancar terus bsi,"['kemarin', 'tanggal', 'sept', 'akun', 'transfer', 'dari', 'bri', 'ke', 'bsi', 'bisa', 'semoga', 'tidak', 'ada', 'masuk', 'masalah', 'lancar', 'terus', 'bsi']","['kemarin', 'tanggal', 'sept', 'akun', 'transfer', 'bri', 'semoga', 'tidak', 'masuk', 'masalah', 'lancar']","['kemarin', 'tanggal', 'sept', 'akun', 'transfer', 'bri', 'moga', 'tidak', 'masuk', 'masalah', 'lancar']",-3,Negatif,0
ehh bner aku dari bca ke bsi 1x24 jam gak msuk2 loh tf jumat pagi nyampe2 nya minggu siang .,ehh bner aku dari bca ke bsi 1x24 jam gak msuk2 loh tf jumat pagi nyampe2 nya minggu siang .,ehh bner aku dari bca ke bsi x jam gak msuk loh tf jumat pagi nyampe nya minggu siang ,eh benar akun dari baca ke bsi kali jam tidak masuk loh transfer jumat pagi sampai ya minggu siang,"['eh', 'benar', 'akun', 'dari', 'baca', 'ke', 'bsi', 'kali', 'jam', 'tidak', 'masuk', 'loh', 'transfer', 'jumat', 'pagi', 'sampai', 'ya', 'minggu', 'siang']","['akun', 'baca', 'kali', 'jam', 'tidak', 'masuk', 'loh', 'transfer', 'jumat', 'pagi', 'minggu', 'siang']","['akun', 'baca', 'kali', 'jam', 'tidak', 'masuk', 'loh', 'transfer', 'jumat', 'pagi', 'minggu', 'siang']",-1,Negatif,0
ALHAMDULILAH SETELAH TLP CS BSI DAN MENUNGGU 36 JAM AKHIRNYA UANG MASUK KE REKENING BSI,alhamdulilah setelah tlp cs bsi dan menunggu 36 jam akhirnya uang masuk ke rekening bsi,alhamdulilah setelah tlp cs bsi dan menunggu  jam akhirnya uang masuk ke rekening bsi,alhamdulilah setelah telepon layanan pelanggan bsi dan menunggu jam akhirnya uang masuk ke rekening bsi,"['alhamdulilah', 'setelah', 'telepon', 'layanan', 'pelanggan', 'bsi', 'dan', 'menunggu', 'jam', 'akhirnya', 'uang', 'masuk', 'ke', 'rekening', 'bsi']","['alhamdulilah', 'telepon', 'layanan', 'pelanggan', 'menunggu', 'jam', 'uang', 'masuk', 'rekening']","['alhamdulilah', 'telepon', 'layan', 'langgan', 'tunggu', 'jam', 'uang', 'masuk', 'rekening']",1,Positif,1
Pantas ga masuk² padahal cuma tf ke bsi 8tj,pantas ga masuk² padahal cuma tf ke bsi 8tj,pantas ga masuk padahal cuma tf ke bsi tj,pantas tidak masuk padahal cuma transfer ke bsi tj,"['pantas', 'tidak', 'masuk', 'padahal', 'cuma', 'transfer', 'ke', 'bsi', 'tj']","['tidak', 'masuk', 'transfer']","['tidak', 'masuk', 'transfer']",-2,Negatif,0
"Ke bank be langsung pak, kmi mren kek tu jg, alhamdulillah bisa d urus","ke bank be langsung pak, kmi mren kek tu jg, alhamdulillah bisa d urus",ke bank be langsung pak kmi mren kek tu jg alhamdulillah bisa d urus,ke bank be langsung pak kami mren kayak itu juga alhamdulillah bisa di urus,"['ke', 'bank', 'be', 'langsung', 'pak', 'kami', 'mren', 'kayak', 'itu', 'juga', 'alhamdulillah', 'bisa', 'di', 'urus']","['langsung', 'mren', 'kayak', 'alhamdulillah', 'urus']","['langsung', 'mren', 'kayak', 'alhamdulillah', 'urus']",1,Positif,1
"yang jelas jangan percaya bri,bsi uang kita dipake dulu,dipinjam dulu","yang jelas jangan percaya bri,bsi uang kita dipake dulu,dipinjam dulu",yang jelas jangan percaya bribsi uang kita dipake duludipinjam dulu,yang jelas jangan percaya bribsi uang kita dipakai duludipinjam dulu,"['yang', 'jelas', 'jangan', 'percaya', 'bribsi', 'uang', 'kita', 'dipakai', 'duludipinjam', 'dulu']","['percaya', 'bribsi', 'uang', 'dipakai', 'duludipinjam']","['percaya', 'bribsi', 'uang', 'pakai', 'duludipinjam']",1,Positif,1
aku dr tanggal 1 kemaren sampai sekarang gak masuk2 jg😂,aku dr tanggal 1 kemaren sampai sekarang gak masuk2 jg😂,aku dr tanggal  kemaren sampai sekarang gak masuk jg,akun dari tanggal kemarin sampai sekarang tidak masuk juga,"['akun', 'dari', 'tanggal', 'kemarin', 'sampai', 'sekarang', 'tidak', 'masuk', 'juga']","['akun', 'tanggal', 'kemarin', 'tidak', 'masuk']","['akun', 'tanggal', 'kemarin', 'tidak', 'masuk']",-3,Negatif,0
saya dari mandiri ke bsi dari kemaren sampe sekarang blom masuk di bsi nya.. sedangkan di mandirinya sudah berhasil. nominal nya lumayan lagi,saya dari mandiri ke bsi dari kemaren sampe sekarang blom masuk di bsi nya.. sedangkan di mandirinya sudah berhasil. nominal nya lumayan lagi,saya dari mandiri ke bsi dari kemaren sampe sekarang blom masuk di bsi nya sedangkan di mandirinya sudah berhasil nominal nya lumayan lagi,saya dari mandiri ke bsi dari kemarin sampai sekarang belum masuk di bsi ya sedangkan di mandirinya sudah berhasil nominal ya lumayan lagi,"['saya', 'dari', 'mandiri', 'ke', 'bsi', 'dari', 'kemarin', 'sampai', 'sekarang', 'belum', 'masuk', 'di', 'bsi', 'ya', 'sedangkan', 'di', 'mandirinya', 'sudah', 'berhasil', 'nominal', 'ya', 'lumayan', 'lagi']","['mandiri', 'kemarin', 'masuk', 'mandirinya', 'berhasil', 'nominal', 'lumayan']","['mandiri', 'kemarin', 'masuk', 'mandiri', 'hasil', 'nominal', 'lumayan']",-2,Negatif,0
"Yg bermasalah layanan BIFAST sdg optimalisasi, jd ke bank dan dari bank mana sj, bisa dicek lg, aku pake BC* pun gitu brp hari kmrin. Lapor ke call center. Kata aku hati” pencemaran nama baik sih Pak😅","yg bermasalah layanan bifast sdg optimalisasi, jd ke bank dan dari bank mana sj, bisa dicek lg, aku pake bc* pun gitu brp hari kmrin. lapor ke call center. kata aku hati” pencemaran nama baik sih pak😅",yg bermasalah layanan bifast sdg optimalisasi jd ke bank dan dari bank mana sj bisa dicek lg aku pake bc pun gitu brp hari kmrin lapor ke call center kata aku hati pencemaran nama baik sih pak,yang bermasalah layanan bifast sedang optimalisasi jadi ke bank dan dari bank mana saja bisa dicek masuk akun pakai baca pun begitu berapa hari kemarin lapor ke telepon center kata akun hati pencemaran nama baik sih pak,"['yang', 'bermasalah', 'layanan', 'bifast', 'sedang', 'optimalisasi', 'jadi', 'ke', 'bank', 'dan', 'dari', 'bank', 'mana', 'saja', 'bisa', 'dicek', 'masuk', 'akun', 'pakai', 'baca', 'pun', 'begitu', 'berapa', 'hari', 'kemarin', 'lapor', 'ke', 'telepon', 'center', 'kata', 'akun', 'hati', 'pencemaran', 'nama', 'baik', 'sih', 'pak']","['bermasalah', 'layanan', 'bifast', 'optimalisasi', 'dicek', 'masuk', 'akun', 'pakai', 'baca', 'kemarin', 'lapor', 'telepon', 'center', 'akun', 'hati', 'pencemaran', 'nama', 'sih']","['masalah', 'layan', 'bifast', 'optimalisasi', 'cek', 'masuk', 'akun', 'pakai', 'baca', 'kemarin', 'lapor', 'telepon', 'center', 'akun', 'hati', 'cemar', 'nama', 'sih']",-3,Negatif,0
"kak
mau tanya saya salah login nya kak 3× sampe ke blokir kak","kak
mau tanya saya salah login nya kak 3× sampe ke blokir kak","kak
mau tanya saya salah login nya kak  sampe ke blokir kak",kak mau tanya saya salah masuk ya kak sampai ke blokir kak,"['kak', 'mau', 'tanya', 'saya', 'salah', 'masuk', 'ya', 'kak', 'sampai', 'ke', 'blokir', 'kak']","['salah', 'masuk', 'blokir']","['salah', 'masuk', 'blokir']",-3,Negatif,0
apk beyond sulit,apk beyond sulit,apk beyond sulit,aplikasi beyond sulit,"['aplikasi', 'beyond', 'sulit']","['aplikasi', 'beyond', 'sulit']","['aplikasi', 'beyond', 'sulit']",-1,Negatif,0
"gangguan kah ini soalnya byond bsi ga bisa tf ga bisa cek saldo juga, bahkan di aku ATMnya jga ga bisa tarik tunai dri kmarin😭","gangguan kah ini soalnya byond bsi ga bisa tf ga bisa cek saldo juga, bahkan di aku atmnya jga ga bisa tarik tunai dri kmarin😭",gangguan kah ini soalnya byond bsi ga bisa tf ga bisa cek saldo juga bahkan di aku atmnya jga ga bisa tarik tunai dri kmarin,masalah kah ini soalnya byond bsi tidak bisa transfer tidak bisa cek saldo juga bahkan di akun atmnya juga tidak bisa tarik tunai dari kemarin,"['masalah', 'kah', 'ini', 'soalnya', 'byond', 'bsi', 'tidak', 'bisa', 'transfer', 'tidak', 'bisa', 'cek', 'saldo', 'juga', 'bahkan', 'di', 'akun', 'atmnya', 'juga', 'tidak', 'bisa', 'tarik', 'tunai', 'dari', 'kemarin']","['masalah', 'kah', 'tidak', 'transfer', 'tidak', 'cek', 'saldo', 'akun', 'atmnya', 'tidak', 'tarik', 'tunai', 'kemarin']","['masalah', 'kah', 'tidak', 'transfer', 'tidak', 'cek', 'saldo', 'akun', 'atmnya', 'tidak', 'tarik', 'tunai', 'kemarin']",-2,Negatif,0
Kenapa Byond BSI sering bermasalah kak... jadi kayak aplikasi coba2 ya. Keseringan gangguan,kenapa byond bsi sering bermasalah kak... jadi kayak aplikasi coba2 ya. keseringan gangguan,kenapa byond bsi sering bermasalah kak jadi kayak aplikasi coba ya keseringan gangguan,kenapa byond bsi sering bermasalah kak jadi kayak aplikasi coba ya keseringan masalah,"['kenapa', 'byond', 'bsi', 'sering', 'bermasalah', 'kak', 'jadi', 'kayak', 'aplikasi', 'coba', 'ya', 'keseringan', 'masalah']","['bermasalah', 'kayak', 'aplikasi', 'coba', 'keseringan', 'masalah']","['masalah', 'kayak', 'aplikasi', 'coba', 'sering', 'masalah']",-3,Negatif,0
Ooo jdi kak pin bion sama pin atm beda ya pantes mbkingny ke blok😭,ooo jdi kak pin bion sama pin atm beda ya pantes mbkingny ke blok😭,ooo jdi kak pin bion sama pin atm beda ya pantes mbkingny ke blok,ooo jadi kak pin bion sama pin atm beda ya pantas mbkingny ke blokir,"['ooo', 'jadi', 'kak', 'pin', 'bion', 'sama', 'pin', 'atm', 'beda', 'ya', 'pantas', 'mbkingny', 'ke', 'blokir']","['ooo', 'pin', 'bion', 'pin', 'atm', 'beda', 'mbkingny', 'blokir']","['ooo', 'pin', 'bion', 'pin', 'atm', 'beda', 'mbkingny', 'blokir']",-2,Negatif,0
Hari ini gangguan BSI nya,hari ini gangguan bsi nya,hari ini gangguan bsi nya,hari ini masalah bsi ya,"['hari', 'ini', 'masalah', 'bsi', 'ya']",['masalah'],['masalah'],-1,Negatif,0
hari ini gangguan lg ya kak?,hari ini gangguan lg ya kak?,hari ini gangguan lg ya kak,hari ini masalah masuk ya kak,"['hari', 'ini', 'masalah', 'masuk', 'ya', 'kak']","['masalah', 'masuk']","['masalah', 'masuk']",-2,Negatif,0
samaa juga malah keblokir tuu,samaa juga malah keblokir tuu,samaa juga malah keblokir tuu,sama juga malah keblokir tuh,"['sama', 'juga', 'malah', 'keblokir', 'tuh']","['keblokir', 'tuh']","['blokir', 'tuh']",-1,Negatif,0
"sering bener gangguan nya mbanking bsi ini, susah jadinya mau ngpa2in
makin update ke byond makin sering gangguan🥵","sering bener gangguan nya mbanking bsi ini, susah jadinya mau ngpa2in
makin update ke byond makin sering gangguan🥵","sering bener gangguan nya mbanking bsi ini susah jadinya mau ngpain
makin update ke byond makin sering gangguan",sering benar masalah ya mbanking bsi ini sulit jadinya mau ngpain makin update ke byond makin sering masalah,"['sering', 'benar', 'masalah', 'ya', 'mbanking', 'bsi', 'ini', 'sulit', 'jadinya', 'mau', 'ngpain', 'makin', 'update', 'ke', 'byond', 'makin', 'sering', 'masalah']","['masalah', 'mbanking', 'sulit', 'ngpain', 'update', 'masalah']","['masalah', 'mbanking', 'sulit', 'ngpain', 'update', 'masalah']",-2,Negatif,0
"nitip jejak,, beyond dari kemarin eror teruss,,, upgrade aplikasi tapi sering erornya.
mana ga bisa masuk pake BSI yg lama,,karena usah dihapus.","nitip jejak,, beyond dari kemarin eror teruss,,, upgrade aplikasi tapi sering erornya.
mana ga bisa masuk pake bsi yg lama,,karena usah dihapus.","nitip jejak beyond dari kemarin eror teruss upgrade aplikasi tapi sering erornya
mana ga bisa masuk pake bsi yg lamakarena usah dihapus",nitip jejak beyond dari kemarin error terus upgrade aplikasi tapi sering erornya mana tidak bisa masuk pakai bsi yang lamakarena usah dihapus,"['nitip', 'jejak', 'beyond', 'dari', 'kemarin', 'error', 'terus', 'upgrade', 'aplikasi', 'tapi', 'sering', 'erornya', 'mana', 'tidak', 'bisa', 'masuk', 'pakai', 'bsi', 'yang', 'lamakarena', 'usah', 'dihapus']","['nitip', 'jejak', 'beyond', 'kemarin', 'error', 'upgrade', 'aplikasi', 'erornya', 'tidak', 'masuk', 'pakai', 'lamakarena', 'dihapus']","['nitip', 'jejak', 'beyond', 'kemarin', 'error', 'upgrade', 'aplikasi', 'eror', 'tidak', 'masuk', 'pakai', 'lamakarena', 'hapus']",-6,Negatif,0
"Helllloooo kakaaaaaaa, apk byondnya kenapa eror terus mau transaksi gabisa bisaa","helllloooo kakaaaaaaa, apk byondnya kenapa eror terus mau transaksi gabisa bisaa",helllloooo kakaaaaaaa apk byondnya kenapa eror terus mau transaksi gabisa bisaa,helllloooo kakaaaaaaa aplikasi byondnya kenapa error terus mau transaksi tidak bisa bisa,"['helllloooo', 'kakaaaaaaa', 'aplikasi', 'byondnya', 'kenapa', 'error', 'terus', 'mau', 'transaksi', 'tidak', 'bisa', 'bisa']","['helllloooo', 'kakaaaaaaa', 'aplikasi', 'byondnya', 'error', 'transaksi', 'tidak']","['helllloooo', 'kakaaaaaaa', 'aplikasi', 'byondnya', 'error', 'transaksi', 'tidak']",-2,Negatif,0
"udah 3 hari berturut byond gabisa dibuka samasekali, kenapa ya sering trouble trus, kapok mau apa2 lama mending pindah bank lain deh","udah 3 hari berturut byond gabisa dibuka samasekali, kenapa ya sering trouble trus, kapok mau apa2 lama mending pindah bank lain deh",udah  hari berturut byond gabisa dibuka samasekali kenapa ya sering trouble trus kapok mau apa lama mending pindah bank lain deh,sudah hari berturut byond tidak bisa dibuka samasekali kenapa ya sering trouble terus kapok mau apa lama mending pindah bank lain deh,"['sudah', 'hari', 'berturut', 'byond', 'tidak', 'bisa', 'dibuka', 'samasekali', 'kenapa', 'ya', 'sering', 'trouble', 'terus', 'kapok', 'mau', 'apa', 'lama', 'mending', 'pindah', 'bank', 'lain', 'deh']","['tidak', 'dibuka', 'samasekali', 'trouble', 'kapok', 'mending', 'pindah', 'deh']","['tidak', 'buka', 'samasekali', 'trouble', 'kapok', 'mending', 'pindah', 'deh']",-2,Negatif,0
kak kenapa Byond BSI saya ga bisa di bukak ?,kak kenapa byond bsi saya ga bisa di bukak ?,kak kenapa byond bsi saya ga bisa di bukak ,kak kenapa byond bsi saya tidak bisa di buka,"['kak', 'kenapa', 'byond', 'bsi', 'saya', 'tidak', 'bisa', 'di', 'buka']","['tidak', 'buka']","['tidak', 'buka']",-1,Negatif,0
Ini BSI mau error sampe kapan woyyyy,ini bsi mau error sampe kapan woyyyy,ini bsi mau error sampe kapan woyyyy,ini bsi mau error sampai kapan woyyyy,"['ini', 'bsi', 'mau', 'error', 'sampai', 'kapan', 'woyyyy']","['error', 'woyyyy']","['error', 'woyyyy']",-1,Negatif,0
kenapa ya byond BSI sering gangguan kaa?😭,kenapa ya byond bsi sering gangguan kaa?😭,kenapa ya byond bsi sering gangguan kaa,kenapa ya byond bsi sering masalah kak,"['kenapa', 'ya', 'byond', 'bsi', 'sering', 'masalah', 'kak']",['masalah'],['masalah'],-1,Negatif,0
Kak aku masukin sandi byondny salah 3 x trus menerus nh terus bacaan nya akun anda terblokir dan aku ga sengaja uninstal apk byondny nah pas udh msuk rekening yg sudah ada suruh masukin nomor krtu sedangkan aku dftar online gapunya kartunya gimana kak?,kak aku masukin sandi byondny salah 3 x trus menerus nh terus bacaan nya akun anda terblokir dan aku ga sengaja uninstal apk byondny nah pas udh msuk rekening yg sudah ada suruh masukin nomor krtu sedangkan aku dftar online gapunya kartunya gimana kak?,kak aku masukin sandi byondny salah  x trus menerus nh terus bacaan nya akun anda terblokir dan aku ga sengaja uninstal apk byondny nah pas udh msuk rekening yg sudah ada suruh masukin nomor krtu sedangkan aku dftar online gapunya kartunya gimana kak,kak akun memasuki kata sandi byondny salah kali terus menerus nih terus bacaan ya akun anda terblokir dan akun tidak sengaja uninstal aplikasi byondny nah pas sudah masuk rekening yang sudah ada suruh memasuki nomor krtu sedangkan akun daftar online tidak punya kartunya bagaimana kak,"['kak', 'akun', 'memasuki', 'kata', 'sandi', 'byondny', 'salah', 'kali', 'terus', 'menerus', 'nih', 'terus', 'bacaan', 'ya', 'akun', 'anda', 'terblokir', 'dan', 'akun', 'tidak', 'sengaja', 'uninstal', 'aplikasi', 'byondny', 'nah', 'pas', 'sudah', 'masuk', 'rekening', 'yang', 'sudah', 'ada', 'suruh', 'memasuki', 'nomor', 'krtu', 'sedangkan', 'akun', 'daftar', 'online', 'tidak', 'punya', 'kartunya', 'bagaimana', 'kak']","['akun', 'memasuki', 'sandi', 'byondny', 'salah', 'kali', 'menerus', 'nih', 'bacaan', 'akun', 'terblokir', 'akun', 'tidak', 'sengaja', 'uninstal', 'aplikasi', 'byondny', 'pas', 'masuk', 'rekening', 'suruh', 'memasuki', 'nomor', 'krtu', 'akun', 'daftar', 'online', 'tidak', 'kartunya']","['akun', 'pasuk', 'sandi', 'byondny', 'salah', 'kali', 'terus', 'nih', 'baca', 'akun', 'blokir', 'akun', 'tidak', 'sengaja', 'uninstal', 'aplikasi', 'byondny', 'pas', 'masuk', 'rekening', 'suruh', 'pasuk', 'nomor', 'krtu', 'akun', 'daftar', 'online', 'tidak', 'kartu']",-7,Negatif,0
bsi saya ko gangguan mulu ya uda 2 hari,bsi saya ko gangguan mulu ya uda 2 hari,bsi saya ko gangguan mulu ya uda  hari,bsi saya kok masalah mulu ya sudah hari,"['bsi', 'saya', 'kok', 'masalah', 'mulu', 'ya', 'sudah', 'hari']","['masalah', 'mulu']","['masalah', 'mulu']",-1,Negatif,0
BSI banyak masalah.sekarang tranfer pun tidak boleh,bsi banyak masalah.sekarang tranfer pun tidak boleh,bsi banyak masalahsekarang tranfer pun tidak boleh,bsi banyak masalahsekarang transfer pun tidak boleh,"['bsi', 'banyak', 'masalahsekarang', 'transfer', 'pun', 'tidak', 'boleh']","['masalahsekarang', 'transfer', 'tidak']","['masalahsekarang', 'transfer', 'tidak']",-1,Negatif,0
aku jugak gak bisa cek saldoo,aku jugak gak bisa cek saldoo,aku jugak gak bisa cek saldoo,akun juga tidak bisa cek saldo,"['akun', 'juga', 'tidak', 'bisa', 'cek', 'saldo']","['akun', 'tidak', 'cek', 'saldo']","['akun', 'tidak', 'cek', 'saldo']",-1,Negatif,0
lama banget astagfirullah erornya. gw lapar jir,lama banget astagfirullah erornya. gw lapar jir,lama banget astagfirullah erornya gw lapar jir,lama banget astagfirullah erornya gue lapar jir,"['lama', 'banget', 'astagfirullah', 'erornya', 'gue', 'lapar', 'jir']","['banget', 'astagfirullah', 'erornya', 'gue', 'lapar', 'jir']","['banget', 'astagfirullah', 'eror', 'gue', 'lapar', 'jir']",-2,Negatif,0
segala cara error,segala cara error,segala cara error,segala cara error,"['segala', 'cara', 'error']",['error'],['error'],-1,Negatif,0
liat pin ATM dimna?,liat pin atm dimna?,liat pin atm dimna,lihat pin atm dimna,"['lihat', 'pin', 'atm', 'dimna']","['lihat', 'pin', 'atm', 'dimna']","['lihat', 'pin', 'atm', 'dimna']",1,Positif,1
"ini udah ga bisa di pke yaah BSI mobile??😌 d suruh pindah ke Beyond, tp di sana juga ga bisa transaksi😌😌 udah paling bener pindah ke BCA syariah","ini udah ga bisa di pke yaah bsi mobile??😌 d suruh pindah ke beyond, tp di sana juga ga bisa transaksi😌😌 udah paling bener pindah ke bca syariah",ini udah ga bisa di pke yaah bsi mobile d suruh pindah ke beyond tp di sana juga ga bisa transaksi udah paling bener pindah ke bca syariah,ini sudah tidak bisa di pakai ya bsi mobile di suruh pindah ke beyond otp di sana juga tidak bisa transaksi sudah paling benar pindah ke baca syariah,"['ini', 'sudah', 'tidak', 'bisa', 'di', 'pakai', 'ya', 'bsi', 'mobile', 'di', 'suruh', 'pindah', 'ke', 'beyond', 'otp', 'di', 'sana', 'juga', 'tidak', 'bisa', 'transaksi', 'sudah', 'paling', 'benar', 'pindah', 'ke', 'baca', 'syariah']","['tidak', 'pakai', 'mobile', 'suruh', 'pindah', 'beyond', 'otp', 'tidak', 'transaksi', 'pindah', 'baca', 'syariah']","['tidak', 'pakai', 'mobile', 'suruh', 'pindah', 'beyond', 'otp', 'tidak', 'transaksi', 'pindah', 'baca', 'syariah']",-2,Negatif,0
